From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
Q9NY15,Q9NY15,reviewed,STAB1_HUMAN,"Stabilin-1 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 1) (FEEL-1) (MS-1 antigen)",STAB1 FEEL1 KIAA0246,Homo sapiens (Human),2570,cell adhesion [GO:0007155]; cell-cell signaling [GO:0007267]; defense response to bacterium [GO:0042742]; inflammatory response [GO:0006954]; negative regulation of angiogenesis [GO:0016525]; receptor-mediated endocytosis [GO:0006898],endocytic vesicle membrane [GO:0030666]; plasma membrane [GO:0005886],endocytic vesicle membrane [GO:0030666]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; hyaluronic acid binding [GO:0005540]; low-density lipoprotein particle binding [GO:0030169]; low-density lipoprotein particle receptor activity [GO:0005041]; protein-disulfide reductase activity [GO:0015035]; scavenger receptor activity [GO:0005044]; cell adhesion [GO:0007155]; cell-cell signaling [GO:0007267]; defense response to bacterium [GO:0042742]; inflammatory response [GO:0006954]; negative regulation of angiogenesis [GO:0016525]; receptor-mediated endocytosis [GO:0006898],calcium ion binding [GO:0005509]; hyaluronic acid binding [GO:0005540]; low-density lipoprotein particle binding [GO:0030169]; low-density lipoprotein particle receptor activity [GO:0005041]; protein-disulfide reductase activity [GO:0015035]; scavenger receptor activity [GO:0005044]
Q8NE86,Q8NE86,reviewed,MCU_HUMAN,"Calcium uniporter protein, mitochondrial (HsMCU) (Coiled-coil domain-containing protein 109A)",MCU C10orf42 CCDC109A,Homo sapiens (Human),351,calcium import into the mitochondrion [GO:0036444]; calcium-mediated signaling [GO:0019722]; cell migration [GO:0016477]; cell population proliferation [GO:0008283]; cellular response to calcium ion starvation [GO:0072732]; generation of precursor metabolites and energy [GO:0006091]; glucose homeostasis [GO:0042593]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]; positive regulation of insulin secretion [GO:0032024]; positive regulation of mitochondrial calcium ion concentration [GO:0051561]; positive regulation of mitochondrial fission [GO:0090141]; positive regulation of neutrophil chemotaxis [GO:0090023]; protein complex oligomerization [GO:0051259],calcium channel complex [GO:0034704]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; uniplex complex [GO:1990246],calcium channel complex [GO:0034704]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; uniplex complex [GO:1990246]; calcium channel activity [GO:0005262]; identical protein binding [GO:0042802]; uniporter activity [GO:0015292]; calcium import into the mitochondrion [GO:0036444]; calcium-mediated signaling [GO:0019722]; cell migration [GO:0016477]; cell population proliferation [GO:0008283]; cellular response to calcium ion starvation [GO:0072732]; generation of precursor metabolites and energy [GO:0006091]; glucose homeostasis [GO:0042593]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]; positive regulation of insulin secretion [GO:0032024]; positive regulation of mitochondrial calcium ion concentration [GO:0051561]; positive regulation of mitochondrial fission [GO:0090141]; positive regulation of neutrophil chemotaxis [GO:0090023]; protein complex oligomerization [GO:0051259],calcium channel activity [GO:0005262]; identical protein binding [GO:0042802]; uniporter activity [GO:0015292]
Q96IY4,Q96IY4,reviewed,CBPB2_HUMAN,Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase U) (CPU) (Plasma carboxypeptidase B) (pCPB) (Thrombin-activable fibrinolysis inhibitor) (TAFI),CPB2,Homo sapiens (Human),423,blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; proteolysis [GO:0006508],extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615],extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; proteolysis [GO:0006508],metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]
Q8IYB5,Q8IYB5,reviewed,SMAP1_HUMAN,Stromal membrane-associated protein 1,SMAP1,Homo sapiens (Human),467,positive regulation of erythrocyte differentiation [GO:0045648]; regulation of clathrin-dependent endocytosis [GO:2000369],cytoplasm [GO:0005737]; plasma membrane [GO:0005886],cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; clathrin binding [GO:0030276]; GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]; positive regulation of erythrocyte differentiation [GO:0045648]; regulation of clathrin-dependent endocytosis [GO:2000369],clathrin binding [GO:0030276]; GTPase activator activity [GO:0005096]; zinc ion binding [GO:0008270]
Q96F85,Q96F85,reviewed,CNRP1_HUMAN,CB1 cannabinoid receptor-interacting protein 1 (CRIP-1),CNRIP1 C2orf32,Homo sapiens (Human),164,"negative regulation of signaling receptor activity [GO:2000272]; regulation of signaling receptor activity [GO:0010469]; regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission [GO:0150036]",cytoplasm [GO:0005737]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; presynapse [GO:0098793],"cytoplasm [GO:0005737]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; type 1 cannabinoid receptor binding [GO:0031718]; negative regulation of signaling receptor activity [GO:2000272]; regulation of signaling receptor activity [GO:0010469]; regulation of trans-synaptic signaling by endocannabinoid, modulating synaptic transmission [GO:0150036]",type 1 cannabinoid receptor binding [GO:0031718]
O75436,O75436,reviewed,VP26A_HUMAN,Vacuolar protein sorting-associated protein 26A (Vesicle protein sorting 26A) (hVPS26),VPS26A VPS26,Homo sapiens (Human),327,"endocytic recycling [GO:0032456]; intracellular protein transport [GO:0006886]; regulation of macroautophagy [GO:0016241]; retrograde transport, endosome to Golgi [GO:0042147]","cytosol [GO:0005829]; early endosome [GO:0005769]; endosome [GO:0005768]; endosome membrane [GO:0010008]; lysosome [GO:0005764]; retromer complex [GO:0030904]; retromer, cargo-selective complex [GO:0030906]; tubular endosome [GO:0097422]; vesicle [GO:0031982]","cytosol [GO:0005829]; early endosome [GO:0005769]; endosome [GO:0005768]; endosome membrane [GO:0010008]; lysosome [GO:0005764]; retromer complex [GO:0030904]; retromer, cargo-selective complex [GO:0030906]; tubular endosome [GO:0097422]; vesicle [GO:0031982]; endocytic recycling [GO:0032456]; intracellular protein transport [GO:0006886]; regulation of macroautophagy [GO:0016241]; retrograde transport, endosome to Golgi [GO:0042147]",
Q9H1E1,Q9H1E1,reviewed,RNAS7_HUMAN,Ribonuclease 7 (RNase 7) (EC 3.1.27.-) (Skin-derived antimicrobial protein 2) (SAP-2),RNASE7 UNQ2516/PRO6006,Homo sapiens (Human),156,antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cytolysis in another organism [GO:0051715]; defense response to fungus [GO:0050832]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087],cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615],cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; endonuclease activity [GO:0004519]; hydrolase activity [GO:0016787]; lipopolysaccharide binding [GO:0001530]; nucleic acid binding [GO:0003676]; peptidoglycan binding [GO:0042834]; RNA nuclease activity [GO:0004540]; antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cytolysis in another organism [GO:0051715]; defense response to fungus [GO:0050832]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087],endonuclease activity [GO:0004519]; hydrolase activity [GO:0016787]; lipopolysaccharide binding [GO:0001530]; nucleic acid binding [GO:0003676]; peptidoglycan binding [GO:0042834]; RNA nuclease activity [GO:0004540]
P56211,P56211,reviewed,ARP19_HUMAN,cAMP-regulated phosphoprotein 19 (ARPP-19),ARPP19,Homo sapiens (Human),112,cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; mitotic cell cycle [GO:0000278]; positive regulation of D-glucose import [GO:0046326]; positive regulation of gluconeogenesis [GO:0045722],cytoplasm [GO:0005737]; nucleoplasm [GO:0005654],cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; phosphatase inhibitor activity [GO:0019212]; potassium channel regulator activity [GO:0015459]; protein phosphatase 2A binding [GO:0051721]; protein phosphatase inhibitor activity [GO:0004864]; protein phosphatase regulator activity [GO:0019888]; signaling receptor binding [GO:0005102]; cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; mitotic cell cycle [GO:0000278]; positive regulation of D-glucose import [GO:0046326]; positive regulation of gluconeogenesis [GO:0045722],phosphatase inhibitor activity [GO:0019212]; potassium channel regulator activity [GO:0015459]; protein phosphatase 2A binding [GO:0051721]; protein phosphatase inhibitor activity [GO:0004864]; protein phosphatase regulator activity [GO:0019888]; signaling receptor binding [GO:0005102]
O15144,O15144,reviewed,ARPC2_HUMAN,Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC),ARPC2 ARC34 PRO2446,Homo sapiens (Human),300,actin filament polymerization [GO:0030041]; actin polymerization-dependent cell motility [GO:0070358]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026],actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; muscle cell projection membrane [GO:0036195]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; site of double-strand break [GO:0035861]; synaptic vesicle membrane [GO:0030672],actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; muscle cell projection membrane [GO:0036195]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; site of double-strand break [GO:0035861]; synaptic vesicle membrane [GO:0030672]; actin binding [GO:0003779]; structural constituent of cytoskeleton [GO:0005200]; actin filament polymerization [GO:0030041]; actin polymerization-dependent cell motility [GO:0070358]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026],actin binding [GO:0003779]; structural constituent of cytoskeleton [GO:0005200]
Q03013,Q03013,reviewed,GSTM4_HUMAN,Glutathione S-transferase Mu 4 (EC 2.5.1.18) (GST class-mu 4) (GST-Mu2) (GSTM4-4) (Leukotriene C4 synthase GSTM4) (EC 4.4.1.20),GSTM4,Homo sapiens (Human),218,glutathione metabolic process [GO:0006749]; long-chain fatty acid biosynthetic process [GO:0042759]; nitrobenzene metabolic process [GO:0018916]; xenobiotic catabolic process [GO:0042178],cytoplasm [GO:0005737]; cytosol [GO:0005829],cytoplasm [GO:0005737]; cytosol [GO:0005829]; enzyme binding [GO:0019899]; glutathione binding [GO:0043295]; glutathione transferase activity [GO:0004364]; leukotriene-C4 synthase activity [GO:0004464]; protein homodimerization activity [GO:0042803]; glutathione metabolic process [GO:0006749]; long-chain fatty acid biosynthetic process [GO:0042759]; nitrobenzene metabolic process [GO:0018916]; xenobiotic catabolic process [GO:0042178],enzyme binding [GO:0019899]; glutathione binding [GO:0043295]; glutathione transferase activity [GO:0004364]; leukotriene-C4 synthase activity [GO:0004464]; protein homodimerization activity [GO:0042803]
Q96CV9,Q96CV9,reviewed,OPTN_HUMAN,Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP),OPTN FIP2 GLC1E HIP7 HYPL NRP,Homo sapiens (Human),577,cell death [GO:0008219]; cellular response to unfolded protein [GO:0034620]; defense response to Gram-negative bacterium [GO:0050829]; Golgi organization [GO:0007030]; Golgi ribbon formation [GO:0090161]; Golgi to plasma membrane protein transport [GO:0043001]; innate immune response [GO:0045087]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of receptor recycling [GO:0001920]; positive regulation of autophagy [GO:0010508]; positive regulation of xenophagy [GO:1904417]; protein localization to Golgi apparatus [GO:0034067]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; signal transduction [GO:0007165]; type 2 mitophagy [GO:0061734],autophagosome [GO:0005776]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; recycling endosome membrane [GO:0055038]; trans-Golgi network [GO:0005802],autophagosome [GO:0005776]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; recycling endosome membrane [GO:0055038]; trans-Golgi network [GO:0005802]; identical protein binding [GO:0042802]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; polyubiquitin modification-dependent protein binding [GO:0031593]; protein-macromolecule adaptor activity [GO:0030674]; zinc ion binding [GO:0008270]; cell death [GO:0008219]; cellular response to unfolded protein [GO:0034620]; defense response to Gram-negative bacterium [GO:0050829]; Golgi organization [GO:0007030]; Golgi ribbon formation [GO:0090161]; Golgi to plasma membrane protein transport [GO:0043001]; innate immune response [GO:0045087]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of receptor recycling [GO:0001920]; positive regulation of autophagy [GO:0010508]; positive regulation of xenophagy [GO:1904417]; protein localization to Golgi apparatus [GO:0034067]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; signal transduction [GO:0007165]; type 2 mitophagy [GO:0061734],identical protein binding [GO:0042802]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; polyubiquitin modification-dependent protein binding [GO:0031593]; protein-macromolecule adaptor activity [GO:0030674]; zinc ion binding [GO:0008270]
P62330,P62330,reviewed,ARF6_HUMAN,ADP-ribosylation factor 6 (EC 3.6.5.2),ARF6,Homo sapiens (Human),175,cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; cell division [GO:0051301]; cellular response to nerve growth factor stimulus [GO:1990090]; cortical actin cytoskeleton organization [GO:0030866]; endocytic recycling [GO:0032456]; erythrocyte apoptotic process [GO:1902217]; establishment of epithelial cell polarity [GO:0090162]; hepatocyte apoptotic process [GO:0097284]; intracellular protein transport [GO:0006886]; liver development [GO:0001889]; maintenance of postsynaptic density structure [GO:0099562]; negative regulation of dendrite development [GO:2000171]; negative regulation of protein localization to cell surface [GO:2000009]; negative regulation of receptor-mediated endocytosis [GO:0048261]; nervous system development [GO:0007399]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of focal adhesion disassembly [GO:0120183]; positive regulation of keratinocyte migration [GO:0051549]; positive regulation of mitotic cytokinetic process [GO:1903438]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of protein secretion [GO:0050714]; protein localization to cell surface [GO:0034394]; protein localization to cleavage furrow [GO:1905345]; protein localization to endosome [GO:0036010]; protein localization to plasma membrane [GO:0072659]; regulation of dendritic spine development [GO:0060998]; regulation of filopodium assembly [GO:0051489]; regulation of presynapse assembly [GO:1905606]; regulation of Rac protein signal transduction [GO:0035020]; ruffle assembly [GO:0097178]; synaptic vesicle endocytosis [GO:0048488]; vesicle-mediated transport [GO:0016192],cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endocytic vesicle [GO:0030139]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; filopodium membrane [GO:0031527]; Flemming body [GO:0090543]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; midbody [GO:0030496]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793]; recycling endosome membrane [GO:0055038]; ruffle [GO:0001726],cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endocytic vesicle [GO:0030139]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; filopodium membrane [GO:0031527]; Flemming body [GO:0090543]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; midbody [GO:0030496]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793]; recycling endosome membrane [GO:0055038]; ruffle [GO:0001726]; G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signaling adaptor activity [GO:0035591]; thioesterase binding [GO:0031996]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; cell division [GO:0051301]; cellular response to nerve growth factor stimulus [GO:1990090]; cortical actin cytoskeleton organization [GO:0030866]; endocytic recycling [GO:0032456]; erythrocyte apoptotic process [GO:1902217]; establishment of epithelial cell polarity [GO:0090162]; hepatocyte apoptotic process [GO:0097284]; intracellular protein transport [GO:0006886]; liver development [GO:0001889]; maintenance of postsynaptic density structure [GO:0099562]; negative regulation of dendrite development [GO:2000171]; negative regulation of protein localization to cell surface [GO:2000009]; negative regulation of receptor-mediated endocytosis [GO:0048261]; nervous system development [GO:0007399]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of focal adhesion disassembly [GO:0120183]; positive regulation of keratinocyte migration [GO:0051549]; positive regulation of mitotic cytokinetic process [GO:1903438]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of protein secretion [GO:0050714]; protein localization to cell surface [GO:0034394]; protein localization to cleavage furrow [GO:1905345]; protein localization to endosome [GO:0036010]; protein localization to plasma membrane [GO:0072659]; regulation of dendritic spine development [GO:0060998]; regulation of filopodium assembly [GO:0051489]; regulation of presynapse assembly [GO:1905606]; regulation of Rac protein signal transduction [GO:0035020]; ruffle assembly [GO:0097178]; synaptic vesicle endocytosis [GO:0048488]; vesicle-mediated transport [GO:0016192],G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signaling adaptor activity [GO:0035591]; thioesterase binding [GO:0031996]
Q13162,Q13162,reviewed,PRDX4_HUMAN,Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4),PRDX4,Homo sapiens (Human),271,cell redox homeostasis [GO:0045454]; extracellular matrix organization [GO:0030198]; hydrogen peroxide catabolic process [GO:0042744]; I-kappaB phosphorylation [GO:0007252]; male gonad development [GO:0008584]; negative regulation of male germ cell proliferation [GO:2000255]; protein maturation [GO:0051604]; response to oxidative stress [GO:0006979]; spermatogenesis [GO:0007283],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774],cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; molecular sequestering activity [GO:0140313]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; extracellular matrix organization [GO:0030198]; hydrogen peroxide catabolic process [GO:0042744]; I-kappaB phosphorylation [GO:0007252]; male gonad development [GO:0008584]; negative regulation of male germ cell proliferation [GO:2000255]; protein maturation [GO:0051604]; response to oxidative stress [GO:0006979]; spermatogenesis [GO:0007283],identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; molecular sequestering activity [GO:0140313]; thioredoxin peroxidase activity [GO:0008379]
P28062,P28062,reviewed,PSB8_HUMAN,Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein),PSMB8 LMP7 PSMB5i RING10 Y2,Homo sapiens (Human),276,antigen processing and presentation [GO:0019882]; fat cell differentiation [GO:0045444]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161],"cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]; spermatoproteasome complex [GO:1990111]","cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]; spermatoproteasome complex [GO:1990111]; endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]; antigen processing and presentation [GO:0019882]; fat cell differentiation [GO:0045444]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]",endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]
O43237,O43237,reviewed,DC1L2_HUMAN,"Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic) (LIC-2) (LIC53/55)",DYNC1LI2 DNCLI2 LIC2,Homo sapiens (Human),492,cellular response to nerve growth factor stimulus [GO:1990090]; centrosome localization [GO:0051642]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based movement [GO:0007018]; positive regulation of intracellular transport [GO:0032388],centrosome [GO:0005813]; cytoplasmic dynein complex [GO:0005868]; cytosol [GO:0005829]; kinetochore [GO:0000776]; late endosome [GO:0005770]; membrane [GO:0016020]; microtubule [GO:0005874],centrosome [GO:0005813]; cytoplasmic dynein complex [GO:0005868]; cytosol [GO:0005829]; kinetochore [GO:0000776]; late endosome [GO:0005770]; membrane [GO:0016020]; microtubule [GO:0005874]; ATP binding [GO:0005524]; dynein heavy chain binding [GO:0045504]; identical protein binding [GO:0042802]; cellular response to nerve growth factor stimulus [GO:1990090]; centrosome localization [GO:0051642]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based movement [GO:0007018]; positive regulation of intracellular transport [GO:0032388],ATP binding [GO:0005524]; dynein heavy chain binding [GO:0045504]; identical protein binding [GO:0042802]
P16070,P16070,reviewed,CD44_HUMAN,CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44),CD44 LHR MDU2 MDU3 MIC4,Homo sapiens (Human),742,"cartilage development [GO:0051216]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cytokine-mediated signaling pathway [GO:0019221]; endocytosis [GO:0006897]; hyaluronan catabolic process [GO:0030214]; inflammatory response [GO:0006954]; monocyte aggregation [GO:0070487]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of monocyte aggregation [GO:1900625]; regulation of lamellipodium morphogenesis [GO:2000392]; T cell activation [GO:0042110]; wound healing, spreading of cells [GO:0044319]",apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; lamellipodium membrane [GO:0031258]; macrophage migration inhibitory factor receptor complex [GO:0035692]; membrane raft [GO:0045121]; microvillus [GO:0005902]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667],"apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; lamellipodium membrane [GO:0031258]; macrophage migration inhibitory factor receptor complex [GO:0035692]; membrane raft [GO:0045121]; microvillus [GO:0005902]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; cargo receptor activity [GO:0038024]; collagen binding [GO:0005518]; hyaluronic acid binding [GO:0005540]; transmembrane signaling receptor activity [GO:0004888]; cartilage development [GO:0051216]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cytokine-mediated signaling pathway [GO:0019221]; endocytosis [GO:0006897]; hyaluronan catabolic process [GO:0030214]; inflammatory response [GO:0006954]; monocyte aggregation [GO:0070487]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of monocyte aggregation [GO:1900625]; regulation of lamellipodium morphogenesis [GO:2000392]; T cell activation [GO:0042110]; wound healing, spreading of cells [GO:0044319]",cargo receptor activity [GO:0038024]; collagen binding [GO:0005518]; hyaluronic acid binding [GO:0005540]; transmembrane signaling receptor activity [GO:0004888]
Q86UU1,Q86UU1,reviewed,PHLB1_HUMAN,Pleckstrin homology-like domain family B member 1 (Protein LL5-alpha),PHLDB1 KIAA0638 LL5A DLNB07,Homo sapiens (Human),1377,basement membrane organization [GO:0071711],basal cortex [GO:0045180],basal cortex [GO:0045180]; basement membrane organization [GO:0071711],
